Route stop,Business,Address,Latitude,Longitude,Straight-line miles from San Carlos,OSRM road miles from San Carlos,OSRM drive minutes from San Carlos,Within 90 minute drive,OSRM query,Audit status
646,Beauty Club,"191 Pelton Center Way, San Leandro, CA, 94577",37.7226579,-122.1546246,16.0,24.2,32.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1546246,37.7226579?overview=false&steps=false&alternatives=false",OK
647,BlendMasters,"108 Pelton Center Way, San Leandro, CA, 94577",37.7230971,-122.153768,16.0,24.1,32.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.153768,37.7230971?overview=false&steps=false&alternatives=false",OK
648,Beauty Source,"1327 Washington Avenue, San Leandro, CA, 94577",37.7241908,-122.1566552,16.0,24.3,32.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1566552,37.7241908?overview=false&steps=false&alternatives=false",OK
649,Just Kids Pediatric Dentistry & Orthodontics - San Leandro,"433 Estudillo Ave, San Leandro, CA, 94577",37.7260268,-122.1512049,16.3,24.3,33.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1512049,37.7260268?overview=false&steps=false&alternatives=false",OK
650,Old Weang Ping Village,"6217 MacArthur Boulevard, 94605",37.7746876,-122.1810558,19.0,29.4,38.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1810558,37.7746876?overview=false&steps=false&alternatives=false",OK
651,CocoBreeze,2370 High Street,37.7805817,-122.2058298,19.1,29.7,37.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2058298,37.7805817?overview=false&steps=false&alternatives=false",OK
652,Bodylines,"3900 Foothill Boulevard, Oakland, 94601",37.778532,-122.2157332,18.9,29.5,37.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2157332,37.778532?overview=false&steps=false&alternatives=false",OK
653,K&7 Auto Repair,"3755 Foothill Boulevard, Oakland, 94601",37.7789127,-122.217122,18.9,29.5,37.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.217122,37.7789127?overview=false&steps=false&alternatives=false",OK
654,El Torito Auto Body,"3714 Foothill Boulevard, Oakland, 94601",37.7797859,-122.2171546,19.0,29.6,37.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2171546,37.7797859?overview=false&steps=false&alternatives=false",OK
655,VN. Auto Service Center,"3509 Foothill Boulevard, Oakland, 94601",37.7817092,-122.2192146,19.1,29.9,38.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2192146,37.7817092?overview=false&steps=false&alternatives=false",OK
656,Peña's Bakery,3355 Foothill Boulevard,37.783014,-122.2209528,19.2,30.0,38.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2209528,37.783014?overview=false&steps=false&alternatives=false",OK
657,Fruitvale Collision Center,"3009 Foothill Boulevard, Oakland, 94601",37.7837452,-122.2235807,19.2,30.5,38.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2235807,37.7837452?overview=false&steps=false&alternatives=false",OK
658,Los Mexicanos Panaderia,"1522, Oakland, 94601",37.7791595,-122.2248459,18.9,30.1,37.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2248459,37.7791595?overview=false&steps=false&alternatives=false",OK
659,Pasteleria La Favorita,"1433 Fruitvale Avenue, Oakland, 94601",37.7782233,-122.2257274,18.8,30.0,37.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2257274,37.7782233?overview=false&steps=false&alternatives=false",OK
660,Elvia's Bridal & Tuxedo,"3240 International Boulevard, Oakland, 94601",37.7775365,-122.2251773,18.8,30.0,37.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2251773,37.7775365?overview=false&steps=false&alternatives=false",OK
661,Hogar Latino,3331 International Boulevard,37.7766594,-122.2242495,18.7,30.1,37.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2242495,37.7766594?overview=false&steps=false&alternatives=false",OK
662,Mi Grullense Taco Truck,"1301 30th Avenue, Oakland, CA, 94601",37.7786594,-122.2283417,18.8,29.8,37.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2283417,37.7786594?overview=false&steps=false&alternatives=false",OK
663,Peña's Bakery II,"3912 International Boulevard, oakland, 94601",37.7744024,-122.2185588,18.6,29.1,36.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2185588,37.7744024?overview=false&steps=false&alternatives=false",OK
664,BB Bowl,"2601 Blanding Avenue, Alameda, CA, 94501",37.7691537,-122.2328691,18.2,29.6,39.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2328691,37.7691537?overview=false&steps=false&alternatives=false",OK
665,iSalon,"2327 Blanding Avenue, Alameda, CA, 94501",37.7712183,-122.2379762,18.3,29.9,38.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2379762,37.7712183?overview=false&steps=false&alternatives=false",OK
666,Best Alteration,"1190 Park Street, Alameda, CA, 94501",37.760457,-122.2457617,17.5,30.7,39.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2457617,37.760457?overview=false&steps=false&alternatives=false",OK
667,Eyebrow Station,"2211 South Shore Center, Alameda, CA, 94501",37.7573055,-122.2518727,17.3,31.2,41.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2518727,37.7573055?overview=false&steps=false&alternatives=false",OK
668,Ohgane Alameda x Vons Chicken,"2211 South Shore Center, Alameda, CA, 94501",37.7573775,-122.2520118,17.3,31.2,41.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2520118,37.7573775?overview=false&steps=false&alternatives=false",OK
669,Hi Tech Nails,"1909 Encinal Avenue, Alameda, CA, 94501",37.767057,-122.2542806,18.0,31.2,41.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2542806,37.767057?overview=false&steps=false&alternatives=false",OK
670,Carol L Chan Lamps,"1900 Encinal Avenue, Alameda, CA, 94501",37.7669839,-122.2547529,18.0,31.2,41.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2547529,37.7669839?overview=false&steps=false&alternatives=false",OK
671,Elegant Nails in Alameda,"1409 Encinal Avenue, Alameda, CA, 94501",37.7703163,-122.2617441,18.2,31.6,43.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2617441,37.7703163?overview=false&steps=false&alternatives=false",OK
672,Polished,"1002 Central Avenue, Alameda, CA, 94501",37.7711284,-122.2688552,18.2,32.0,44.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2688552,37.7711284?overview=false&steps=false&alternatives=false",OK
673,Spritzers Coffee House,"734 Central Avenue, Alameda, CA, 94501",37.7712538,-122.2752157,18.3,34.6,46.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2752157,37.7712538?overview=false&steps=false&alternatives=false",OK
674,Pacific Lighthouse Restaurant,94501,37.7837799,-122.2654812,19.1,32.0,44.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2654812,37.7837799?overview=false&steps=false&alternatives=false",OK
675,Yao Auto Repair,"1101 7th Avenue, Oakland, CA, 94606-3636",37.7931778,-122.2541153,19.8,31.2,40.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2541153,37.7931778?overview=false&steps=false&alternatives=false",OK
676,Gum Kuo,"388 9th Street, 94607",37.800743,-122.271549,20.3,32.4,41.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.271549,37.800743?overview=false&steps=false&alternatives=false",OK
677,Mac Khai,417 7th Street,37.7990886,-122.2735311,20.2,32.4,40.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2735311,37.7990886?overview=false&steps=false&alternatives=false",OK
678,Webster Cheap Auto Insurance Oakland,"1528 Webster Street, Oakland, CA, 94612",37.8049638,-122.2679701,20.6,33.0,42.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2679701,37.8049638?overview=false&steps=false&alternatives=false",OK
679,Timothy D. Lee,"2933 Webster Street, Oakland",37.8183637,-122.2638161,21.5,34.4,45.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2638161,37.8183637?overview=false&steps=false&alternatives=false",OK
680,Town Essentials,"4013 Telegraph Avenue, Oakland, CA, 94609",37.8296163,-122.264826,22.3,32.8,45.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.264826,37.8296163?overview=false&steps=false&alternatives=false",OK
681,Chef Yu Chinese Restaurant,"4871 Telegraph Avenue, Oakland, CA, 94609",37.8354345,-122.2630022,22.7,35.6,45.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2630022,37.8354345?overview=false&steps=false&alternatives=false",OK
682,Temescal Wash & Dry,"4860 Telegraph Avenue, Oakland, 94609",37.835506,-122.262282,22.7,35.6,45.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.262282,37.835506?overview=false&steps=false&alternatives=false",OK
683,Pizza Amigos,"5000 Adeline Street, Oakland, CA, 94608",37.8365301,-122.276067,22.8,32.5,44.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.276067,37.8365301?overview=false&steps=false&alternatives=false",OK
684,Seabreeze,"598 University Avenue, Berkeley, CA",37.8659616,-122.3057441,24.9,33.9,48.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.3057441,37.8659616?overview=false&steps=false&alternatives=false",OK
685,Panel craft,"2828 San Pablo Avenue, Berkeley, California, 94702 (reverse-geocoded approximate)",37.8551007,-122.2878732,24.1,33.4,47.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2878732,37.8551007?overview=false&steps=false&alternatives=false",OK
686,Quince Cafe & Grill,"2228 San Pablo Avenue, Berkeley, CA, 94702",37.8653843,-122.2912386,24.8,34.6,48.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2912386,37.8653843?overview=false&steps=false&alternatives=false",OK
687,Eat @ Thai,"1181 University Avenue, Berkeley, CA",37.869537,-122.290156,25.1,34.5,48.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.290156,37.869537?overview=false&steps=false&alternatives=false",OK
688,Himalayan Flavors,"1585;1587;1589 University Avenue, Berkeley, California, 94702 (reverse-geocoded approximate)",37.8708414,-122.2805343,25.1,35.1,50.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2805343,37.8708414?overview=false&steps=false&alternatives=false",OK
689,Max And Company,"1943 Martin Luther King Jr Way, Berkeley, CA",37.8720176,-122.2728933,25.2,35.4,50.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2728933,37.8720176?overview=false&steps=false&alternatives=false",OK
690,Kala salon,"2008 Kala Bagai Way, Berkeley, CA, 94704",37.8717854,-122.2679462,25.2,37.7,51.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2679462,37.8717854?overview=false&steps=false&alternatives=false",OK
691,K's Coffee House,"2002 Center Street, Berkeley",37.8698606,-122.27015,25.1,35.7,51.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.27015,37.8698606?overview=false&steps=false&alternatives=false",OK
692,Paul's Shoe Repair,"2281 Shattuck Avenue, Berkeley",37.8679812,-122.2675422,24.9,37.5,51.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2675422,37.8679812?overview=false&steps=false&alternatives=false",OK
693,眷湘 Easterly,"2323 Shattuck Avenue, Berkeley",37.867165,-122.267459,24.9,37.4,50.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.267459,37.867165?overview=false&steps=false&alternatives=false",OK
694,Royal Ground Coffee,"2409 Shattuck Avenue, Berkeley, CA, 94704",37.8656869,-122.2672122,24.8,37.3,50.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2672122,37.8656869?overview=false&steps=false&alternatives=false",OK
695,Berkeley Auto Repair Center,"2558 Shattuck Avenue, Berkeley, CA, 94704",37.8625467,-122.2675672,24.6,37.2,50.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2675672,37.8625467?overview=false&steps=false&alternatives=false",OK
696,European Tailor,"2808 Adeline Street, Berkeley, CA, 94703",37.8578991,-122.2683848,24.2,36.9,49.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2683848,37.8578991?overview=false&steps=false&alternatives=false",OK
697,Ashby Nails,1959 Ashby Avenue,37.8545426,-122.2701668,24.0,36.7,48.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2701668,37.8545426?overview=false&steps=false&alternatives=false",OK
698,Frank's Tailoring,"Telegraph Avenue, Berkeley, California, 94705 (reverse-geocoded approximate)",37.8627857,-122.258551,24.6,37.3,49.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.258551,37.8627857?overview=false&steps=false&alternatives=false",OK
699,Organic Greens,"2925 College Avenue, Berkeley, California, 94705 (reverse-geocoded approximate)",37.8578561,-122.253006,24.2,37.0,48.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.253006,37.8578561?overview=false&steps=false&alternatives=false",OK
700,Siamese Dream,"3170 College Avenue, Berkeley, California, 94168 (reverse-geocoded approximate)",37.8514628,-122.2526748,23.8,36.6,47.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2526748,37.8514628?overview=false&steps=false&alternatives=false",OK
701,Better Cuts Salon,4212 Piedmont Avenue,37.8276495,-122.250582,22.1,35.1,46.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.250582,37.8276495?overview=false&steps=false&alternatives=false",OK
702,Young's Automotive,3509 Grand Avenue,37.8146281,-122.2464403,21.3,33.8,44.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2464403,37.8146281?overview=false&steps=false&alternatives=false",OK
703,Dumpling Hours,"3321;3329 Lakeshore Avenue, Oakland, California, 94610 (reverse-geocoded approximate)",37.8110254,-122.2438127,21.0,33.5,43.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2438127,37.8110254?overview=false&steps=false&alternatives=false",OK
704,Taqueria el Cruzero,1309 MacArthur Boulevard,37.801909,-122.2313817,20.4,32.3,42.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2313817,37.801909?overview=false&steps=false&alternatives=false",OK
705,The Cutting Place,"Park Boulevard, Oakland, California, 94602 (reverse-geocoded approximate)",37.8072947,-122.2229527,20.8,32.3,43.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2229527,37.8072947?overview=false&steps=false&alternatives=false",OK
706,Napoleon's,"3427 Fruitvale Avenue, Oakland, CA, 94602",37.7998209,-122.2165525,20.4,31.6,41.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.2165525,37.7998209?overview=false&steps=false&alternatives=false",OK
707,Hunan Yuan,"4100 Redwood Road, Oakland, CA, 94619",37.797855,-122.1822259,20.5,30.3,40.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.1822259,37.797855?overview=false&steps=false&alternatives=false",OK
708,Angel Staging Partners,"38 Beta Court, San Ramon, CA, 94583",37.7810583,-121.982797,24.3,30.4,47.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.982797,37.7810583?overview=false&steps=false&alternatives=false",OK
709,W Salon,"2005 Crow Canyon Place, San Ramon, California, 94583 (reverse-geocoded approximate)",37.780043,-121.9724494,24.6,30.5,47.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9724494,37.780043?overview=false&steps=false&alternatives=false",OK
710,Notorious Buns,500 Bollinger Canyon Way,37.7709618,-121.9483418,25.0,35.9,50.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9483418,37.7709618?overview=false&steps=false&alternatives=false",OK
711,Dr. Charity Duncan Kachalia,"500 Bollinger Canyon Way, San Ramon, California, 94583 (reverse-geocoded approximate)",37.7715855,-121.9466523,25.1,35.8,49.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9466523,37.7715855?overview=false&steps=false&alternatives=false",OK
712,Country Faire Dental Group,12111 Alcosta Boulevard,37.7537051,-121.9394271,24.5,34.4,49.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9394271,37.7537051?overview=false&steps=false&alternatives=false",OK
713,Falafel Village,7410 Amador Valley Boulevard,37.7094553,-121.9279124,22.9,30.1,42.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9279124,37.7094553?overview=false&steps=false&alternatives=false",OK
714,Famous Hair & Nails,7139 Amador Plaza Road,37.707205,-121.928717,22.8,29.9,42.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.928717,37.707205?overview=false&steps=false&alternatives=false",OK
715,Corwood Car Wash,"6973 Village Parkway, Dublin, CA, 94568-2405",37.7081462,-121.924947,23.0,30.1,42.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.924947,37.7081462?overview=false&steps=false&alternatives=false",OK
716,Banseok Korean BBQ,7877 Amador Valley Boulevard,37.7069742,-121.9358356,22.5,29.6,41.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9358356,37.7069742?overview=false&steps=false&alternatives=false",OK
