Route stop,Business,Address,Latitude,Longitude,Straight-line miles from San Carlos,OSRM road miles from San Carlos,OSRM drive minutes from San Carlos,Within 90 minute drive,OSRM query,Audit status
776,Be My Nails,"1281 East Calaveras Boulevard, Milpitas, CA, 95035",37.436142,-121.8851031,21.2,24.6,33.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8851031,37.436142?overview=false&steps=false&alternatives=false",OK
777,BBH Noodle,"1203 East Calaveras Boulevard, Milpitas, CA, 95035",37.435727,-121.885865,21.1,24.7,33.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.885865,37.435727?overview=false&steps=false&alternatives=false",OK
778,Calaveras Family Dentistry,"79 Dempsey Road, Milpitas, CA, 95035",37.4351284,-121.8852112,21.2,24.5,33.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8852112,37.4351284?overview=false&steps=false&alternatives=false",OK
779,Tina's Hair Design,"31 South Park Victoria Drive, Milpitas, CA, 95035",37.4347948,-121.8843954,21.2,24.6,33.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8843954,37.4347948?overview=false&steps=false&alternatives=false",OK
780,Park Victoria Dental,"33 South Park Victoria Drive, Milpitas, CA, 95035",37.4347218,-121.8843805,21.2,24.6,33.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8843805,37.4347218?overview=false&steps=false&alternatives=false",OK
781,King Chicken Wing,"South Park Victoria Drive, Milpitas, California, 95035 (reverse-geocoded approximate)",37.4340336,-121.8841183,21.2,24.7,33.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8841183,37.4340336?overview=false&steps=false&alternatives=false",OK
782,Modern Image,"98 Dempsey Road, Milpitas, CA",37.4332715,-121.8854878,21.2,24.7,33.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8854878,37.4332715?overview=false&steps=false&alternatives=false",OK
783,Radiant Dental,"10 South Hillview Drive, Milpitas, CA, 95035",37.4330837,-121.8928431,20.8,24.1,32.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8928431,37.4330837?overview=false&steps=false&alternatives=false",OK
784,Luu New Tung Kee Noodle,"481 East Calaveras Boulevard, Milpitas, CA, 95035",37.4335096,-121.897602,20.5,23.9,32.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.897602,37.4335096?overview=false&steps=false&alternatives=false",OK
785,Jeanne's Nail Spa,"111 Beresford Court, Milpitas, CA, 95035",37.4347354,-121.9022598,20.3,24.0,32.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9022598,37.4347354?overview=false&steps=false&alternatives=false",OK
786,Taiwan Cafe,"568 North Abel Street, 95035",37.4359738,-121.910017,19.8,23.6,31.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.910017,37.4359738?overview=false&steps=false&alternatives=false",OK
787,Donut Basket,"242 North Abel Street, Milpitas, CA, 95035",37.4331432,-121.9091582,19.9,23.4,30.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9091582,37.4331432?overview=false&steps=false&alternatives=false",OK
788,Sen Dai Sushi,"224 North Abel Street, Milpitas, CA, 95035",37.432941,-121.9091296,19.9,23.3,30.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9091296,37.432941?overview=false&steps=false&alternatives=false",OK
789,Taste Good Beijing Duck,"82 South Abel Street, Milpitas, CA, 95035",37.4292881,-121.9076293,20.1,23.2,30.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9076293,37.4292881?overview=false&steps=false&alternatives=false",OK
790,Bleu de Beaute,"61 Serra Way, Milpitas, CA, 95035",37.4283212,-121.9079586,20.1,23.1,30.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9079586,37.4283212?overview=false&steps=false&alternatives=false",OK
791,Sonam House Of Indian Fashion,"300 South Abel Street, Milpitas, CA, 95035",37.4269844,-121.9079129,20.1,23.1,29.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9079129,37.4269844?overview=false&steps=false&alternatives=false",OK
792,Serra Barber Shop,"200 Serra Way, Milpitas, CA, 95035",37.4264233,-121.9099469,20.0,23.0,30.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9099469,37.4264233?overview=false&steps=false&alternatives=false",OK
793,Hair Day - The Korean Salon,"221 West Calaveras Boulevard, Milpitas, CA, 95035",37.4282425,-121.9114361,19.9,23.0,30.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9114361,37.4282425?overview=false&steps=false&alternatives=false",OK
794,Ann Hong Vietnamese Restaurant,"233 West Calaveras Boulevard, Milpitas, CA, 95035",37.4281245,-121.9113953,19.9,23.0,30.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9113953,37.4281245?overview=false&steps=false&alternatives=false",OK
795,Angel Nails Spa,"259 West Calaveras Boulevard, Milpitas, CA, 95035",37.4278862,-121.9113279,19.9,23.0,29.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9113279,37.4278862?overview=false&steps=false&alternatives=false",OK
796,El Alazan Grill,"75 South Abbott Avenue, Milpitas, CA, 95035",37.4271148,-121.9141391,19.8,23.0,30.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9141391,37.4271148?overview=false&steps=false&alternatives=false",OK
797,Jiuding Flavor Restaurant,"79 South Abbott Avenue, Milpitas, CA, 95035",37.4270268,-121.9141035,19.8,22.9,30.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9141035,37.4270268?overview=false&steps=false&alternatives=false",OK
798,Apt.Li Xiang Restaurant,"290 Barber Court, Milpitas, CA, 95035",37.4236137,-121.9175272,19.7,22.7,30.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9175272,37.4236137?overview=false&steps=false&alternatives=false",OK
799,Hair.Com,"316 Barber Court, Milpitas, CA, 95035",37.4231593,-121.9171958,19.7,22.6,30.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9171958,37.4231593?overview=false&steps=false&alternatives=false",OK
800,Dreamhair Beauty Salon,"398 Barber Court, Milpitas, CA, 95035",37.4220411,-121.9165033,19.8,22.6,30.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9165033,37.4220411?overview=false&steps=false&alternatives=false",OK
801,AikoNails,"792 Barber Lane, Milpitas, 95035",37.4190836,-121.9158953,19.9,22.8,30.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9158953,37.4190836?overview=false&steps=false&alternatives=false",OK
802,QQ Noodle,"416 Barber Lane, Milpitas, CA, 95035",37.406634,-121.9111343,20.4,23.8,32.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9111343,37.406634?overview=false&steps=false&alternatives=false",OK
803,Wilson Motorsports AutoRepair Inc.,"2138 O'Toole Avenue, San Jose, CA, 95131",37.3938194,-121.907928,20.9,23.6,31.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.907928,37.3938194?overview=false&steps=false&alternatives=false",OK
804,Kenneth Hua Dentistry,"2573 North 1st Street, San Jose, 95131",37.3849459,-121.9279158,20.1,22.1,28.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9279158,37.3849459?overview=false&steps=false&alternatives=false",OK
805,Biryani Stop,"2565 North 1st Street, San Jose, CA, 95131",37.384805,-121.9278379,20.1,22.1,28.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9278379,37.384805?overview=false&steps=false&alternatives=false",OK
806,Ume Chinese Food,"2595 North 1st Street, San Jose, CA, 95131",37.3851596,-121.928399,20.1,22.0,28.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.928399,37.3851596?overview=false&steps=false&alternatives=false",OK
807,Goldie's Muffler & Brake,"2756 Scott Boulevard, Santa Clara, CA, 95050",37.3704999,-121.9597469,19.0,20.6,27.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9597469,37.3704999?overview=false&steps=false&alternatives=false",OK
808,Taqueria Vallarta,"2525 Scott Boulevard, Santa Clara, CA, 95050",37.3668649,-121.9590726,19.2,20.8,27.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9590726,37.3668649?overview=false&steps=false&alternatives=false",OK
809,Blurr Kitchen,95050,37.351793,-121.9679638,19.3,21.8,29.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9679638,37.351793?overview=false&steps=false&alternatives=false",OK
810,Christine Dental,"El Camino Real, Santa Clara, California, 95051 (reverse-geocoded approximate)",37.3530091,-121.9763586,18.9,22.1,29.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9763586,37.3530091?overview=false&steps=false&alternatives=false",OK
811,Sassy Nail,"3216 El Camino Real, Santa Clara, CA, 95051",37.3518854,-121.9851168,18.5,21.1,29.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9851168,37.3518854?overview=false&steps=false&alternatives=false",OK
812,Nu-Way Tool Supply,"3232 El Camino Real, Santa Clara, CA, 95051",37.3521333,-121.985559,18.5,21.0,29.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.985559,37.3521333?overview=false&steps=false&alternatives=false",OK
813,Jeff's Garage,"3295 El Camino Real, Santa Clara, CA, 95051",37.3526718,-121.986583,18.4,21.1,29.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.986583,37.3526718?overview=false&steps=false&alternatives=false",OK
814,Santa Clara Tint Wrap & Carpet Coloring,"3295 El Camino Real, Santa Clara, CA, 95051",37.3531729,-121.9865955,18.4,21.0,29.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9865955,37.3531729?overview=false&steps=false&alternatives=false",OK
815,Ga-In Beauty Salon,"3330 El Camino Real, Santa Clara, CA, 95051",37.3519441,-121.987561,18.4,20.9,28.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.987561,37.3519441?overview=false&steps=false&alternatives=false",OK
816,미주부동산,"3354 El Camino Real, Santa Clara, CA, 95051",37.3520623,-121.9879798,18.4,20.9,28.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9879798,37.3520623?overview=false&steps=false&alternatives=false",OK
817,Honey Berry,3488 El Camino Real,37.3515951,-121.9929541,18.2,20.7,28.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9929541,37.3515951?overview=false&steps=false&alternatives=false",OK
818,Perfect Hair Design,"3517 El Camino Real, Santa Clara, CA, 95051",37.3535065,-121.9932405,18.1,20.7,28.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9932405,37.3535065?overview=false&steps=false&alternatives=false",OK
819,Cheun Joo Young Yamg Dol Sot,"3519 El Camino Real, Santa Clara, CA, 95051",37.3535608,-121.9932481,18.1,20.7,28.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9932481,37.3535608?overview=false&steps=false&alternatives=false",OK
820,Paredes Auto Works,1062 East El Camino Real,37.3516271,-122.0035882,17.7,20.9,29.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0035882,37.3516271?overview=false&steps=false&alternatives=false",OK
821,Griffin Upholstery,1062 East El Camino Real,37.3515078,-122.0035947,17.7,21.0,29.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0035947,37.3515078?overview=false&steps=false&alternatives=false",OK
822,Rama V Thai Cuisine,1028 East El Camino Real,37.3514098,-122.0061096,17.6,20.5,29.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0061096,37.3514098?overview=false&steps=false&alternatives=false",OK
823,Hair Focus,"1026 East El Camino Real, Sunnyvale, CA, 94087",37.3514105,-122.00618,17.6,20.5,29.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.00618,37.3514105?overview=false&steps=false&alternatives=false",OK
824,Jang Tu,1012 East El Camino Real,37.351612,-122.0065061,17.6,20.5,28.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0065061,37.351612?overview=false&steps=false&alternatives=false",OK
825,T&K Barber & Hairstyling,"938 East El Camino Real, Sunnyvale, CA, 94087",37.3519859,-122.011979,17.3,20.1,28.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.011979,37.3519859?overview=false&steps=false&alternatives=false",OK
826,Rajjot Sweets and Snacks,"1234 South Wolfe Road, Sunnyvale, 94086",37.353694,-122.0135579,17.2,20.1,28.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-122.0135579,37.353694?overview=false&steps=false&alternatives=false",OK
827,Kens' Hair Stylists & Nails,"3564 Homestead Road, Santa Clara, CA, 95051",37.3372567,-121.994283,18.7,21.5,29.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.994283,37.3372567?overview=false&steps=false&alternatives=false",OK
828,Classic Homestead Barber,"3545 Homestead Road, Santa Clara, CA, 95051",37.3392752,-121.9948655,18.6,21.3,29.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9948655,37.3392752?overview=false&steps=false&alternatives=false",OK
829,Korean Spring,"1062 Kiely Boulevard, Santa Clara, CA, 95051",37.3458398,-121.9784245,19.1,21.6,30.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9784245,37.3458398?overview=false&steps=false&alternatives=false",OK
830,Lettuce Sandwich Shop,"Coleman Avenue, Santa Clara, California, 95053 (reverse-geocoded approximate)",37.3565352,-121.935813,20.6,22.6,30.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.935813,37.3565352?overview=false&steps=false&alternatives=false",OK
831,M.Y. Salon,"1000 Lafayette Street, Santa Clara, CA, 95050",37.3502008,-121.9437995,20.5,22.9,30.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9437995,37.3502008?overview=false&steps=false&alternatives=false",OK
832,Winx,"1190 Homestead Road, Santa Clara, CA, 95050",37.3479068,-121.9461659,20.5,23.1,31.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9461659,37.3479068?overview=false&steps=false&alternatives=false",OK
833,Painted Ivy,"390 North Winchester Boulevard, Santa Clara, CA, 95050",37.3325558,-121.9519826,20.8,23.9,34.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9519826,37.3325558?overview=false&steps=false&alternatives=false",OK
834,CK Salon,"2373 Pruneridge Avenue, Santa Clara, CA, 95050",37.3301656,-121.9629737,20.4,23.5,32.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9629737,37.3301656?overview=false&steps=false&alternatives=false",OK
835,Vanna's Hair & Nails,"Pruneridge Avenue, Santa Clara, California, 95050 (reverse-geocoded approximate)",37.3301728,-121.9633142,20.4,23.5,32.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9633142,37.3301728?overview=false&steps=false&alternatives=false",OK
836,TLS Auto Service,"South Kiely Boulevard, San Jose, California, 95117 (reverse-geocoded approximate)",37.3223922,-121.9749945,20.2,23.7,32.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9749945,37.3223922?overview=false&steps=false&alternatives=false",OK
837,Kokodek Korean Fried Chicken,"385 South Kiely Boulevard, San Jose, CA, 95129",37.3197795,-121.973907,20.4,24.2,32.2,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.973907,37.3197795?overview=false&steps=false&alternatives=false",OK
838,Excel Cuts & Nailcare,"860 South Winchester Boulevard, San Jose, 95128",37.311667,-121.949736,21.8,25.5,33.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.949736,37.311667?overview=false&steps=false&alternatives=false",OK
839,Quality Car Care,"425 South Winchester Boulevard, San Jose, 95128",37.3208608,-121.9507232,21.3,25.5,33.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9507232,37.3208608?overview=false&steps=false&alternatives=false",OK
840,BYLT,"333 Santana Row, San Jose, CA, 95128",37.3216392,-121.9481047,21.4,25.9,34.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9481047,37.3216392?overview=false&steps=false&alternatives=false",OK
841,Dumpling Time,"378 Santana Row, San Jose, CA, 95128",37.3199514,-121.9474262,21.5,25.6,33.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9474262,37.3199514?overview=false&steps=false&alternatives=false",OK
842,D&J Auto Center,"2321 Stevens Creek Boulevard, San Jose, CA, 95128",37.3237953,-121.9355507,21.9,27.2,34.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9355507,37.3237953?overview=false&steps=false&alternatives=false",OK
843,Venice Nail Salon,"1407 West San Carlos Street, San Jose, 95126",37.3238636,-121.914019,22.8,26.5,34.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.914019,37.3238636?overview=false&steps=false&alternatives=false",OK
844,Spartan Autobody Shop,"344 Lincoln Avenue, San Jose, CA, 95126",37.322521,-121.9081966,23.2,26.3,34.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9081966,37.322521?overview=false&steps=false&alternatives=false",OK
845,Auzerais Collision Center,"755 Auzerais Avenue, San Jose, CA, 95126",37.3221635,-121.9020606,23.5,26.0,33.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9020606,37.3221635?overview=false&steps=false&alternatives=false",OK
846,El Radiator Doctor,"425 West San Carlos Street, San Jose, CA, 95110",37.3272118,-121.8965668,23.5,25.5,32.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8965668,37.3272118?overview=false&steps=false&alternatives=false",OK
847,Bel Bacio,"350 West Julian Street, San Jose, 95110",37.3358131,-121.8985266,23.1,24.8,31.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8985266,37.3358131?overview=false&steps=false&alternatives=false",OK
848,Dac Phuc,"198 West Santa Clara Street, San Jose, 95113",37.3345031,-121.8936402,23.4,25.2,32.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8936402,37.3345031?overview=false&steps=false&alternatives=false",OK
849,Angel’s Cleaners & Alteration,"50 Post Street, San Jose, CA, 95113",37.3348304,-121.8906186,23.5,25.4,33.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8906186,37.3348304?overview=false&steps=false&alternatives=false",OK
850,La Victoria Taqueria,"291 North 4th Street, San Jose, 95112",37.3417295,-121.8907942,23.3,25.4,33.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8907942,37.3417295?overview=false&steps=false&alternatives=false",OK
851,True Beauty Salon Spa,"246 Jackson Street, San Jose, 95112",37.3492223,-121.8934819,22.9,24.7,32.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8934819,37.3492223?overview=false&steps=false&alternatives=false",OK
852,Taylor Automotive Service,"297 East Taylor Street, San Jose, CA, 95112-5005",37.3522459,-121.8942416,22.8,24.7,32.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8942416,37.3522459?overview=false&steps=false&alternatives=false",OK
853,A&M Paint & Body,"633 North 13th Street, San Jose, CA, 95112",37.3534715,-121.8869729,23.1,24.6,31.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8869729,37.3534715?overview=false&steps=false&alternatives=false",OK
854,Raul’s Mufflers,"633 North 13th Street, San Jose, CA, 95112",37.3535276,-121.8870107,23.1,24.6,31.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8870107,37.3535276?overview=false&steps=false&alternatives=false",OK
855,"Doctor Martha E. Barragan, D.D.S.","634 North 13th Street, San Jose, CA, 95112",37.3537127,-121.8865278,23.1,24.6,31.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8865278,37.3537127?overview=false&steps=false&alternatives=false",OK
856,LTM Smog & Repair,"North 13th Street, San Jose, California, 95112 (reverse-geocoded approximate)",37.3546841,-121.8872308,23.0,24.5,31.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8872308,37.3546841?overview=false&steps=false&alternatives=false",OK
857,Mikee’s Auto Repair,"698 North 13th Street, San Jose, CA, 95112",37.3548736,-121.8871969,23.0,24.5,31.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8871969,37.3548736?overview=false&steps=false&alternatives=false",OK
858,Tony’s Pool Hall,"583 East Taylor Street, San Jose, CA, 95112",37.3550405,-121.8882215,23.0,24.5,31.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8882215,37.3550405?overview=false&steps=false&alternatives=false",OK
859,Taquería “El Caminito”,"782 North 13th Street, San Jose, CA, 95112",37.3567281,-121.888757,22.9,24.3,31.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.888757,37.3567281?overview=false&steps=false&alternatives=false",OK
860,AKW Auto Body & Paint,"850 North 10th Street, San Jose, 95112",37.3568587,-121.8926685,22.7,24.4,31.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8926685,37.3568587?overview=false&steps=false&alternatives=false",OK
861,Maria Asela Caces-Tiamson Inc.,"560 East Hedding Street, San Jose, 95112",37.3587568,-121.891604,22.7,24.2,30.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.891604,37.3587568?overview=false&steps=false&alternatives=false",OK
862,Tire Merchants,"881 North 13th Street, San Jose, 95112",37.3588355,-121.8909528,22.7,24.1,30.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8909528,37.3588355?overview=false&steps=false&alternatives=false",OK
863,Autoland;Radiatorland,"631 East Hedding Street, San Jose, 95112",37.3596677,-121.8905587,22.7,24.1,30.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8905587,37.3596677?overview=false&steps=false&alternatives=false",OK
864,Chez Sovan,"923 Oakland Road, San Jose, CA, 95112",37.3599227,-121.8912692,22.7,24.1,30.3,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8912692,37.3599227?overview=false&steps=false&alternatives=false",OK
865,101 Auto Body & Paint,"1033 North 11th Street, San Jose, CA, 95112",37.3609378,-121.8951897,22.4,24.2,30.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8951897,37.3609378?overview=false&steps=false&alternatives=false",OK
866,Peter Auto Body & Paint,"1310 North 10th Street, San Jose, 95112",37.3642887,-121.8982023,22.2,24.2,30.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8982023,37.3642887?overview=false&steps=false&alternatives=false",OK
867,Prolago Hand Car Wash,"North 10th Street, San Jose, California, 95131 (reverse-geocoded approximate)",37.3665563,-121.900002,22.0,24.1,30.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.900002,37.3665563?overview=false&steps=false&alternatives=false",OK
868,Menara Moroccan,"43 East Gish Road, San Jose, CA, 95112",37.3623374,-121.9091626,21.7,23.3,30.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9091626,37.3623374?overview=false&steps=false&alternatives=false",OK
869,Diamond Mitsubishi Fuso,"1505 North 4th Street, San Jose, CA, 95112",37.3652261,-121.9087341,21.6,23.0,29.8,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9087341,37.3652261?overview=false&steps=false&alternatives=false",OK
870,Mì Quảng Cô Thảo,"1560 North 4th Street, San Jose, CA, 95112",37.3662584,-121.9082727,21.6,23.0,30.0,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.9082727,37.3662584?overview=false&steps=false&alternatives=false",OK
871,Personalized Vans & Trucks,"491 Reynolds Circle, San Jose, 95112",37.3704969,-121.909147,21.5,23.3,30.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.909147,37.3704969?overview=false&steps=false&alternatives=false",OK
872,Sushi Pro,"1078 East Brokaw Road, San Jose, CA, 95131",37.3824102,-121.8964234,21.8,23.8,31.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8964234,37.3824102?overview=false&steps=false&alternatives=false",OK
873,Tiger Tea & Juice,"1706 Oakland Road, San Jose, CA, 95131",37.383528,-121.8930844,21.9,24.1,32.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8930844,37.383528?overview=false&steps=false&alternatives=false",OK
874,Precious Smile Dental Center,"1728 Hostetter Road, San Jose, CA, 95131",37.3875695,-121.882694,22.3,24.6,32.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.882694,37.3875695?overview=false&steps=false&alternatives=false",OK
875,Kim Tar B.B.Q.,"1698 Hostetter Road, San Jose, CA, 95131",37.387088,-121.8835804,22.3,24.6,32.9,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8835804,37.387088?overview=false&steps=false&alternatives=false",OK
876,Ma’s Restaurant,"1715 Lundy Avenue, San Jose, CA, 95131",37.3878559,-121.8874428,22.1,24.7,33.1,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8874428,37.3878559?overview=false&steps=false&alternatives=false",OK
877,Phở Ý #1,"2050 Concourse Drive, San Jose, CA, 95131",37.3966547,-121.8900749,21.7,25.2,33.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8900749,37.3966547?overview=false&steps=false&alternatives=false",OK
878,#1 Eyelash & Skin,"2095 North Capitol Avenue, San Jose, 95132",37.4065552,-121.8877633,21.6,25.0,33.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8877633,37.4065552?overview=false&steps=false&alternatives=false",OK
879,Mama Lupita's,"2095 North Capitol Avenue, San Jose, 95132",37.4066248,-121.8878736,21.6,25.0,33.4,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8878736,37.4066248?overview=false&steps=false&alternatives=false",OK
880,M Beauty Salon,"2095 North Capitol Avenue, San Jose, CA, 95132",37.4066486,-121.8879222,21.6,25.0,33.5,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8879222,37.4066486?overview=false&steps=false&alternatives=false",OK
881,Advanced Verterinary Medical Center,"800 East Capitol Avenue, Milpitas",37.4069076,-121.8885716,21.5,25.0,33.7,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8885716,37.4069076?overview=false&steps=false&alternatives=false",OK
882,WOW Dental,"2147 Morrill Avenue, San Jose, 95132",37.4136364,-121.8760839,22.1,25.9,35.6,YES,"https://router.project-osrm.org/route/v1/driving/-122.2605,37.5072;-121.8760839,37.4136364?overview=false&steps=false&alternatives=false",OK
