Segment,Stops,Origin,Destination,Google Maps driving link,OSRM road miles,OSRM drive minutes,OSRM route URL
32,311-320,"37.7839089,-122.4196454","37.7873951,-122.4221744",https://www.google.com/maps/dir/?api=1&origin=37.7839089%2C-122.4196454&destination=37.7873951%2C-122.4221744&waypoints=37.7830769%2C-122.4203496%7C37.7817167%2C-122.4186499%7C37.7851731%2C-122.4171037%7C37.787049%2C-122.4164871%7C37.7873905%2C-122.4199021%7C37.7869519%2C-122.4201047%7C37.7879039%2C-122.4198714%7C37.7873136%2C-122.4219579%7C37.7871652%2C-122.4219217&travelmode=driving,2.7,13,"https://router.project-osrm.org/route/v1/driving/-122.4196454,37.7839089;-122.4203496,37.7830769;-122.4186499,37.7817167;-122.4171037,37.7851731;-122.4164871,37.787049;-122.4199021,37.7873905;-122.4201047,37.7869519;-122.4198714,37.7879039;-122.4219579,37.7873136;-122.4219217,37.7871652;-122.4221744,37.7873951?overview=false&steps=false&continue_straight=false"
33,321-330,"37.7873951,-122.4221744","37.7971303,-122.4108551",https://www.google.com/maps/dir/?api=1&origin=37.7873951%2C-122.4221744&destination=37.7971303%2C-122.4108551&waypoints=37.7946407%2C-122.4199842%7C37.7948774%2C-122.4217274%7C37.7950196%2C-122.4235051%7C37.7963038%2C-122.421996%7C37.7989098%2C-122.4225313%7C37.7964695%2C-122.4169517%7C37.7946215%2C-122.4129609%7C37.7961688%2C-122.4121036%7C37.7964895%2C-122.4108039&travelmode=driving,3.4,12,"https://router.project-osrm.org/route/v1/driving/-122.4221744,37.7873951;-122.4199842,37.7946407;-122.4217274,37.7948774;-122.4235051,37.7950196;-122.421996,37.7963038;-122.4225313,37.7989098;-122.4169517,37.7964695;-122.4129609,37.7946215;-122.4121036,37.7961688;-122.4108039,37.7964895;-122.4108551,37.7971303?overview=false&steps=false&continue_straight=false"
34,331-340,"37.7971303,-122.4108551","37.7937659,-122.4096713",https://www.google.com/maps/dir/?api=1&origin=37.7971303%2C-122.4108551&destination=37.7937659%2C-122.4096713&waypoints=37.797181%2C-122.4105525%7C37.7975181%2C-122.4106153%7C37.7975918%2C-122.4100467%7C37.7968879%2C-122.4100069%7C37.7960381%2C-122.4098693%7C37.7957682%2C-122.409513%7C37.7957916%2C-122.409378%7C37.7955571%2C-122.4097712%7C37.7949431%2C-122.4099161&travelmode=driving,1.6,8,"https://router.project-osrm.org/route/v1/driving/-122.4108551,37.7971303;-122.4105525,37.797181;-122.4106153,37.7975181;-122.4100467,37.7975918;-122.4100069,37.7968879;-122.4098693,37.7960381;-122.409513,37.7957682;-122.409378,37.7957916;-122.4097712,37.7955571;-122.4099161,37.7949431;-122.4096713,37.7937659?overview=false&steps=false&continue_straight=false"
35,341-350,"37.7937659,-122.4096713","37.7934776,-122.4060511",https://www.google.com/maps/dir/?api=1&origin=37.7937659%2C-122.4096713&destination=37.7934776%2C-122.4060511&waypoints=37.7950595%2C-122.4078031%7C37.795116%2C-122.4074035%7C37.7953532%2C-122.4066263%7C37.7945342%2C-122.4058326%7C37.7942586%2C-122.4058206%7C37.7942834%2C-122.4055934%7C37.7943187%2C-122.4051769%7C37.7937933%2C-122.4048172%7C37.7933309%2C-122.4059223&travelmode=driving,2.1,10,"https://router.project-osrm.org/route/v1/driving/-122.4096713,37.7937659;-122.4078031,37.7950595;-122.4074035,37.795116;-122.4066263,37.7953532;-122.4058326,37.7945342;-122.4058206,37.7942586;-122.4055934,37.7942834;-122.4051769,37.7943187;-122.4048172,37.7937933;-122.4059223,37.7933309;-122.4060511,37.7934776?overview=false&steps=false&continue_straight=false"
36,351-360,"37.7934776,-122.4060511","37.7870613,-122.4007946",https://www.google.com/maps/dir/?api=1&origin=37.7934776%2C-122.4060511&destination=37.7870613%2C-122.4007946&waypoints=37.7919018%2C-122.4059504%7C37.7898689%2C-122.4061028%7C37.7898095%2C-122.4060907%7C37.7897205%2C-122.406065%7C37.7898024%2C-122.4050464%7C37.7899442%2C-122.4042132%7C37.7913262%2C-122.402849%7C37.7900511%2C-122.4011911%7C37.7882446%2C-122.4003041&travelmode=driving,3.0,13,"https://router.project-osrm.org/route/v1/driving/-122.4060511,37.7934776;-122.4059504,37.7919018;-122.4061028,37.7898689;-122.4060907,37.7898095;-122.406065,37.7897205;-122.4050464,37.7898024;-122.4042132,37.7899442;-122.402849,37.7913262;-122.4011911,37.7900511;-122.4003041,37.7882446;-122.4007946,37.7870613?overview=false&steps=false&continue_straight=false"
37,361-370,"37.7870613,-122.4007946","37.7939497,-122.3966629",https://www.google.com/maps/dir/?api=1&origin=37.7870613%2C-122.4007946&destination=37.7939497%2C-122.3966629&waypoints=37.7864237%2C-122.404694%7C37.7844697%2C-122.4081105%7C37.7838171%2C-122.4090682%7C37.7817897%2C-122.4074377%7C37.7769733%2C-122.4018475%7C37.7703729%2C-122.4032495%7C37.7717529%2C-122.410674%7C37.7844493%2C-122.3957467%7C37.7909944%2C-122.393189&travelmode=driving,6.8,24,"https://router.project-osrm.org/route/v1/driving/-122.4007946,37.7870613;-122.404694,37.7864237;-122.4081105,37.7844697;-122.4090682,37.7838171;-122.4074377,37.7817897;-122.4018475,37.7769733;-122.4032495,37.7703729;-122.410674,37.7717529;-122.3957467,37.7844493;-122.393189,37.7909944;-122.3966629,37.7939497?overview=false&steps=false&continue_straight=false"
38,371-380,"37.7939497,-122.3966629","37.797577,-122.407955",https://www.google.com/maps/dir/?api=1&origin=37.7939497%2C-122.3966629&destination=37.797577%2C-122.407955&waypoints=37.7939398%2C-122.3967141%7C37.7939797%2C-122.4006303%7C37.7955186%2C-122.4043661%7C37.7962178%2C-122.404589%7C37.7961063%2C-122.4053756%7C37.7960991%2C-122.405482%7C37.7970931%2C-122.4061124%7C37.7973738%2C-122.405721%7C37.7968798%2C-122.4078459&travelmode=driving,2.4,10,"https://router.project-osrm.org/route/v1/driving/-122.3966629,37.7939497;-122.3967141,37.7939398;-122.4006303,37.7939797;-122.4043661,37.7955186;-122.404589,37.7962178;-122.4053756,37.7961063;-122.405482,37.7960991;-122.4061124,37.7970931;-122.405721,37.7973738;-122.4078459,37.7968798;-122.407955,37.797577?overview=false&steps=false&continue_straight=false"
39,381-390,"37.797577,-122.407955","37.8056497,-122.4126682",https://www.google.com/maps/dir/?api=1&origin=37.797577%2C-122.407955&destination=37.8056497%2C-122.4126682&waypoints=37.7975505%2C-122.4082232%7C37.7978297%2C-122.4081985%7C37.7978408%2C-122.4081171%7C37.7973422%2C-122.4087165%7C37.7962281%2C-122.408488%7C37.7956701%2C-122.4081136%7C37.7994205%2C-122.4074577%7C37.8018208%2C-122.4121612%7C37.804997%2C-122.411907&travelmode=driving,1.5,7,"https://router.project-osrm.org/route/v1/driving/-122.407955,37.797577;-122.4082232,37.7975505;-122.4081985,37.7978297;-122.4081171,37.7978408;-122.4087165,37.7973422;-122.408488,37.7962281;-122.4081136,37.7956701;-122.4074577,37.7994205;-122.4121612,37.8018208;-122.411907,37.804997;-122.4126682,37.8056497?overview=false&steps=false&continue_straight=false"
40,391-400,"37.8056497,-122.4126682","37.7388681,-122.4152987",https://www.google.com/maps/dir/?api=1&origin=37.8056497%2C-122.4126682&destination=37.7388681%2C-122.4152987&waypoints=37.8087829%2C-122.4156397%7C37.8073406%2C-122.4171906%7C37.8101661%2C-122.410708%7C37.7489289%2C-122.4161472%7C37.7391906%2C-122.4168985%7C37.7390259%2C-122.4170755%7C37.7390772%2C-122.417695%7C37.7393202%2C-122.4183225%7C37.7393308%2C-122.4183654&travelmode=driving,8.5,25,"https://router.project-osrm.org/route/v1/driving/-122.4126682,37.8056497;-122.4156397,37.8087829;-122.4171906,37.8073406;-122.410708,37.8101661;-122.4161472,37.7489289;-122.4168985,37.7391906;-122.4170755,37.7390259;-122.417695,37.7390772;-122.4183225,37.7393202;-122.4183654,37.7393308;-122.4152987,37.7388681?overview=false&steps=false&continue_straight=false"
41,401-410,"37.7388681,-122.4152987","37.7305091,-122.4046728",https://www.google.com/maps/dir/?api=1&origin=37.7388681%2C-122.4152987&destination=37.7305091%2C-122.4046728&waypoints=37.7390134%2C-122.4149532%7C37.7423087%2C-122.4061413%7C37.7445743%2C-122.4046752%7C37.741899%2C-122.3874323%7C37.7327234%2C-122.3910713%7C37.7318084%2C-122.3913825%7C37.7297632%2C-122.4043715%7C37.7295082%2C-122.4046584%7C37.7293727%2C-122.4044805&travelmode=driving,5.1,19,"https://router.project-osrm.org/route/v1/driving/-122.4152987,37.7388681;-122.4149532,37.7390134;-122.4061413,37.7423087;-122.4046752,37.7445743;-122.3874323,37.741899;-122.3910713,37.7327234;-122.3913825,37.7318084;-122.4043715,37.7297632;-122.4046584,37.7295082;-122.4044805,37.7293727;-122.4046728,37.7305091?overview=false&steps=false&continue_straight=false"
42,411-420,"37.7305091,-122.4046728","37.7428257,-122.4781024",https://www.google.com/maps/dir/?api=1&origin=37.7305091%2C-122.4046728&destination=37.7428257%2C-122.4781024&waypoints=37.7323268%2C-122.474327%7C37.7390109%2C-122.4798653%7C37.7389852%2C-122.4804388%7C37.7425765%2C-122.4816603%7C37.7426422%2C-122.4822728%7C37.742896%2C-122.4824066%7C37.7428532%2C-122.4828637%7C37.7428512%2C-122.4829139%7C37.742708%2C-122.4809329&travelmode=driving,6.5,18,"https://router.project-osrm.org/route/v1/driving/-122.4046728,37.7305091;-122.474327,37.7323268;-122.4798653,37.7390109;-122.4804388,37.7389852;-122.4816603,37.7425765;-122.4822728,37.7426422;-122.4824066,37.742896;-122.4828637,37.7428532;-122.4829139,37.7428512;-122.4809329,37.742708;-122.4781024,37.7428257?overview=false&steps=false&continue_straight=false"
43,421-430,"37.7428257,-122.4781024","37.7620626,-122.4658483",https://www.google.com/maps/dir/?api=1&origin=37.7428257%2C-122.4781024&destination=37.7620626%2C-122.4658483&waypoints=37.7428403%2C-122.4773873%7C37.7425234%2C-122.4848891%7C37.7425171%2C-122.4850755%7C37.7425142%2C-122.4851736%7C37.7428374%2C-122.4849037%7C37.7424255%2C-122.4870423%7C37.7422169%2C-122.497267%7C37.7618063%2C-122.4660339%7C37.7620506%2C-122.4659849&travelmode=driving,4.5,13,"https://router.project-osrm.org/route/v1/driving/-122.4781024,37.7428257;-122.4773873,37.7428403;-122.4848891,37.7425234;-122.4850755,37.7425171;-122.4851736,37.7425142;-122.4849037,37.7428374;-122.4870423,37.7424255;-122.497267,37.7422169;-122.4660339,37.7618063;-122.4659849,37.7620506;-122.4658483,37.7620626?overview=false&steps=false&continue_straight=false"
44,431-440,"37.7620626,-122.4658483","37.6361969,-122.4903845",https://www.google.com/maps/dir/?api=1&origin=37.7620626%2C-122.4658483&destination=37.6361969%2C-122.4903845&waypoints=37.7623223%2C-122.4658648%7C37.7628276%2C-122.4642726%7C37.7648891%2C-122.4640891%7C37.7014286%2C-122.4820893%7C37.651263%2C-122.4916722%7C37.6508556%2C-122.4917904%7C37.6495744%2C-122.4925061%7C37.6492138%2C-122.4920561%7C37.6370202%2C-122.4906374&travelmode=driving,11.7,23,"https://router.project-osrm.org/route/v1/driving/-122.4658483,37.7620626;-122.4658648,37.7623223;-122.4642726,37.7628276;-122.4640891,37.7648891;-122.4820893,37.7014286;-122.4916722,37.651263;-122.4917904,37.6508556;-122.4925061,37.6495744;-122.4920561,37.6492138;-122.4906374,37.6370202;-122.4903845,37.6361969?overview=false&steps=false&continue_straight=false"
45,441-450,"37.6361969,-122.4903845","37.4635359,-122.4303636",https://www.google.com/maps/dir/?api=1&origin=37.6361969%2C-122.4903845&destination=37.4635359%2C-122.4303636&waypoints=37.6360734%2C-122.4903833%7C37.6357779%2C-122.4904163%7C37.6354941%2C-122.49181%7C37.635428%2C-122.4918109%7C37.6348217%2C-122.491824%7C37.6328375%2C-122.492548%7C37.6333703%2C-122.494441%7C37.6298091%2C-122.4899797%7C37.4932896%2C-122.4536546&travelmode=driving,16.6,32,"https://router.project-osrm.org/route/v1/driving/-122.4903845,37.6361969;-122.4903833,37.6360734;-122.4904163,37.6357779;-122.49181,37.6354941;-122.4918109,37.635428;-122.491824,37.6348217;-122.492548,37.6328375;-122.494441,37.6333703;-122.4899797,37.6298091;-122.4536546,37.4932896;-122.4303636,37.4635359?overview=false&steps=false&continue_straight=false"
46,451-460,"37.4635359,-122.4303636","37.3325558,-121.9519826",https://www.google.com/maps/dir/?api=1&origin=37.4635359%2C-122.4303636&destination=37.3325558%2C-121.9519826&waypoints=37.4629266%2C-122.4310101%7C37.4015119%2C-122.1933201%7C37.3970583%2C-122.059973%7C37.3372567%2C-121.994283%7C37.3392752%2C-121.9948655%7C37.3458398%2C-121.9784245%7C37.3565352%2C-121.935813%7C37.3502008%2C-121.9437995%7C37.3479068%2C-121.9461659&travelmode=driving,45.2,88,"https://router.project-osrm.org/route/v1/driving/-122.4303636,37.4635359;-122.4310101,37.4629266;-122.1933201,37.4015119;-122.059973,37.3970583;-121.994283,37.3372567;-121.9948655,37.3392752;-121.9784245,37.3458398;-121.935813,37.3565352;-121.9437995,37.3502008;-121.9461659,37.3479068;-121.9519826,37.3325558?overview=false&steps=false&continue_straight=false"
47,461-470,"37.3325558,-121.9519826","37.2309407,-121.979823",https://www.google.com/maps/dir/?api=1&origin=37.3325558%2C-121.9519826&destination=37.2309407%2C-121.979823&waypoints=37.3301656%2C-121.9629737%7C37.3301728%2C-121.9633142%7C37.3223922%2C-121.9749945%7C37.3197795%2C-121.973907%7C37.2747327%2C-121.9329091%7C37.2745267%2C-121.9328184%7C37.2740324%2C-121.9327582%7C37.2606389%2C-121.9303305%7C37.2214432%2C-121.9847826&travelmode=driving,15.5,37,"https://router.project-osrm.org/route/v1/driving/-121.9519826,37.3325558;-121.9629737,37.3301656;-121.9633142,37.3301728;-121.9749945,37.3223922;-121.973907,37.3197795;-121.9329091,37.2747327;-121.9328184,37.2745267;-121.9327582,37.2740324;-121.9303305,37.2606389;-121.9847826,37.2214432;-121.979823,37.2309407?overview=false&steps=false&continue_straight=false"
48,471-480,"37.2309407,-121.979823","37.3060557,-121.977447",https://www.google.com/maps/dir/?api=1&origin=37.2309407%2C-121.979823&destination=37.3060557%2C-121.977447&waypoints=37.2314711%2C-121.9802047%7C37.2334287%2C-121.9791828%7C37.2349865%2C-121.9777431%7C37.2352487%2C-121.9764416%7C37.264226%2C-121.983154%7C37.2864878%2C-121.9770848%7C37.2927666%2C-121.9919003%7C37.3037241%2C-121.978973%7C37.3046098%2C-121.9784444&travelmode=driving,9.3,27,"https://router.project-osrm.org/route/v1/driving/-121.979823,37.2309407;-121.9802047,37.2314711;-121.9791828,37.2334287;-121.9777431,37.2349865;-121.9764416,37.2352487;-121.983154,37.264226;-121.9770848,37.2864878;-121.9919003,37.2927666;-121.978973,37.3037241;-121.9784444,37.3046098;-121.977447,37.3060557?overview=false&steps=false&continue_straight=false"
49,481-490,"37.3060557,-121.977447","37.3184166,-122.033142",https://www.google.com/maps/dir/?api=1&origin=37.3060557%2C-121.977447&destination=37.3184166%2C-122.033142&waypoints=37.3091315%2C-121.977799%7C37.309029%2C-121.977818%7C37.3098104%2C-121.9943228%7C37.3097843%2C-121.9951025%7C37.321773%2C-122.017366%7C37.3235885%2C-122.030295%7C37.3141755%2C-122.0328831%7C37.317028%2C-122.02963%7C37.3184033%2C-122.033034&travelmode=driving,7.3,22,"https://router.project-osrm.org/route/v1/driving/-121.977447,37.3060557;-121.977799,37.3091315;-121.977818,37.309029;-121.9943228,37.3098104;-121.9951025,37.3097843;-122.017366,37.321773;-122.030295,37.3235885;-122.0328831,37.3141755;-122.02963,37.317028;-122.033034,37.3184033;-122.033142,37.3184166?overview=false&steps=false&continue_straight=false"
50,491-500,"37.3184166,-122.033142","37.351612,-122.0065061",https://www.google.com/maps/dir/?api=1&origin=37.3184166%2C-122.033142&destination=37.351612%2C-122.0065061&waypoints=37.31993%2C-122.0328582%7C37.3226014%2C-122.0405111%7C37.3225585%2C-122.0410748%7C37.3379644%2C-122.0428863%7C37.3386499%2C-122.0424213%7C37.3562641%2C-122.0320569%7C37.3529959%2C-122.0317657%7C37.353694%2C-122.0135579%7C37.3519859%2C-122.011979&travelmode=driving,7.4,23,"https://router.project-osrm.org/route/v1/driving/-122.033142,37.3184166;-122.0328582,37.31993;-122.0405111,37.3226014;-122.0410748,37.3225585;-122.0428863,37.3379644;-122.0424213,37.3386499;-122.0320569,37.3562641;-122.0317657,37.3529959;-122.0135579,37.353694;-122.011979,37.3519859;-122.0065061,37.351612?overview=false&steps=false&continue_straight=false"
51,501-510,"37.351612,-122.0065061","37.3531729,-121.9865955",https://www.google.com/maps/dir/?api=1&origin=37.351612%2C-122.0065061&destination=37.3531729%2C-121.9865955&waypoints=37.3514105%2C-122.00618%7C37.3514098%2C-122.0061096%7C37.3515078%2C-122.0035947%7C37.3516271%2C-122.0035882%7C37.3535608%2C-121.9932481%7C37.3535065%2C-121.9932405%7C37.3515951%2C-121.9929541%7C37.3520623%2C-121.9879798%7C37.3519441%2C-121.987561&travelmode=driving,1.7,7,"https://router.project-osrm.org/route/v1/driving/-122.0065061,37.351612;-122.00618,37.3514105;-122.0061096,37.3514098;-122.0035947,37.3515078;-122.0035882,37.3516271;-121.9932481,37.3535608;-121.9932405,37.3535065;-121.9929541,37.3515951;-121.9879798,37.3520623;-121.987561,37.3519441;-121.9865955,37.3531729?overview=false&steps=false&continue_straight=false"
52,511-520,"37.3531729,-121.9865955","37.3849459,-121.9279158",https://www.google.com/maps/dir/?api=1&origin=37.3531729%2C-121.9865955&destination=37.3849459%2C-121.9279158&waypoints=37.3526718%2C-121.986583%7C37.3521333%2C-121.985559%7C37.3518854%2C-121.9851168%7C37.3530091%2C-121.9763586%7C37.351793%2C-121.9679638%7C37.3668649%2C-121.9590726%7C37.3704999%2C-121.9597469%7C37.3851596%2C-121.928399%7C37.384805%2C-121.9278379&travelmode=driving,5.8,16,"https://router.project-osrm.org/route/v1/driving/-121.9865955,37.3531729;-121.986583,37.3526718;-121.985559,37.3521333;-121.9851168,37.3518854;-121.9763586,37.3530091;-121.9679638,37.351793;-121.9590726,37.3668649;-121.9597469,37.3704999;-121.928399,37.3851596;-121.9278379,37.384805;-121.9279158,37.3849459?overview=false&steps=false&continue_straight=false"
53,521-530,"37.3849459,-121.9279158","37.4151353,-121.87627",https://www.google.com/maps/dir/?api=1&origin=37.3849459%2C-121.9279158&destination=37.4151353%2C-121.87627&waypoints=37.4197514%2C-121.8764935%7C37.4174735%2C-121.8743202%7C37.4162641%2C-121.8788237%7C37.4157555%2C-121.877599%7C37.4159481%2C-121.877687%7C37.4165288%2C-121.876886%7C37.4168937%2C-121.876659%7C37.4166624%2C-121.876407%7C37.4160675%2C-121.87587&travelmode=driving,5.8,16,"https://router.project-osrm.org/route/v1/driving/-121.9279158,37.3849459;-121.8764935,37.4197514;-121.8743202,37.4174735;-121.8788237,37.4162641;-121.877599,37.4157555;-121.877687,37.4159481;-121.876886,37.4165288;-121.876659,37.4168937;-121.876407,37.4166624;-121.87587,37.4160675;-121.87627,37.4151353?overview=false&steps=false&continue_straight=false"
54,531-540,"37.4151353,-121.87627","37.3751411,-121.8728257",https://www.google.com/maps/dir/?api=1&origin=37.4151353%2C-121.87627&destination=37.3751411%2C-121.8728257&waypoints=37.4134998%2C-121.8759544%7C37.4136364%2C-121.8760839%7C37.4069076%2C-121.8885716%7C37.4066486%2C-121.8879222%7C37.4066248%2C-121.8878736%7C37.4065552%2C-121.8877633%7C37.4040719%2C-121.8816945%7C37.3970697%2C-121.8738975%7C37.3749751%2C-121.8736657&travelmode=driving,5.5,14,"https://router.project-osrm.org/route/v1/driving/-121.87627,37.4151353;-121.8759544,37.4134998;-121.8760839,37.4136364;-121.8885716,37.4069076;-121.8879222,37.4066486;-121.8878736,37.4066248;-121.8877633,37.4065552;-121.8816945,37.4040719;-121.8738975,37.3970697;-121.8736657,37.3749751;-121.8728257,37.3751411?overview=false&steps=false&continue_straight=false"
55,541-550,"37.3751411,-121.8728257","37.3699138,-121.844286",https://www.google.com/maps/dir/?api=1&origin=37.3751411%2C-121.8728257&destination=37.3699138%2C-121.844286&waypoints=37.3854287%2C-121.8614272%7C37.3872061%2C-121.8583891%7C37.3876308%2C-121.8576767%7C37.3877448%2C-121.857688%7C37.3997384%2C-121.8483218%7C37.3923073%2C-121.8427813%7C37.375155%2C-121.8350995%7C37.3756618%2C-121.8364637%7C37.374812%2C-121.8377729&travelmode=driving,6.0,17,"https://router.project-osrm.org/route/v1/driving/-121.8728257,37.3751411;-121.8614272,37.3854287;-121.8583891,37.3872061;-121.8576767,37.3876308;-121.857688,37.3877448;-121.8483218,37.3997384;-121.8427813,37.3923073;-121.8350995,37.375155;-121.8364637,37.3756618;-121.8377729,37.374812;-121.844286,37.3699138?overview=false&steps=false&continue_straight=false"
56,551-560,"37.3699138,-121.844286","37.3331291,-121.8749053",https://www.google.com/maps/dir/?api=1&origin=37.3699138%2C-121.844286&destination=37.3331291%2C-121.8749053&waypoints=37.3676393%2C-121.8480789%7C37.3675197%2C-121.848094%7C37.3559823%2C-121.8633182%7C37.3534025%2C-121.8554788%7C37.3519273%2C-121.856892%7C37.3512556%2C-121.8594147%7C37.3512046%2C-121.8593526%7C37.3504112%2C-121.8599927%7C37.3397482%2C-121.8823617&travelmode=driving,5.7,17,"https://router.project-osrm.org/route/v1/driving/-121.844286,37.3699138;-121.8480789,37.3676393;-121.848094,37.3675197;-121.8633182,37.3559823;-121.8554788,37.3534025;-121.856892,37.3519273;-121.8594147,37.3512556;-121.8593526,37.3512046;-121.8599927,37.3504112;-121.8823617,37.3397482;-121.8749053,37.3331291?overview=false&steps=false&continue_straight=false"
57,561-570,"37.3331291,-121.8749053","37.2935545,-121.9325991",https://www.google.com/maps/dir/?api=1&origin=37.3331291%2C-121.8749053&destination=37.2935545%2C-121.9325991&waypoints=37.3329009%2C-121.8749499%7C37.3326088%2C-121.876081%7C37.3208373%2C-121.8838197%7C37.3085315%2C-121.8793583%7C37.3110971%2C-121.8952194%7C37.30885%2C-121.8995998%7C37.3071565%2C-121.8997285%7C37.3025891%2C-121.9153414%7C37.3039668%2C-121.921948&travelmode=driving,8.9,26,"https://router.project-osrm.org/route/v1/driving/-121.8749053,37.3331291;-121.8749499,37.3329009;-121.876081,37.3326088;-121.8838197,37.3208373;-121.8793583,37.3085315;-121.8952194,37.3110971;-121.8995998,37.30885;-121.8997285,37.3071565;-121.9153414,37.3025891;-121.921948,37.3039668;-121.9325991,37.2935545?overview=false&steps=false&continue_straight=false"
58,571-580,"37.2935545,-121.9325991","37.2936547,-121.9443946",https://www.google.com/maps/dir/?api=1&origin=37.2935545%2C-121.9325991&destination=37.2936547%2C-121.9443946&waypoints=37.293555%2C-121.9323431%7C37.2933283%2C-121.9321405%7C37.2933246%2C-121.9322176%7C37.2913749%2C-121.9327073%7C37.2837471%2C-121.9313718%7C37.2829517%2C-121.9324829%7C37.2868782%2C-121.9446133%7C37.2901214%2C-121.9400051%7C37.290336%2C-121.9398465&travelmode=driving,4.1,14,"https://router.project-osrm.org/route/v1/driving/-121.9325991,37.2935545;-121.9323431,37.293555;-121.9321405,37.2933283;-121.9322176,37.2933246;-121.9327073,37.2913749;-121.9313718,37.2837471;-121.9324829,37.2829517;-121.9446133,37.2868782;-121.9400051,37.2901214;-121.9398465,37.290336;-121.9443946,37.2936547?overview=false&steps=false&continue_straight=false"
